,LOAN_NUMBER,LOAN_ORIG_DATE,LENDER_INST_TYPE_DESCRIPTION,LTV,FICO_SCORE,CURRENT_BALANCE,Loan_to_Value_Cohorts,FICO_Score_Category,LOAN_AGE,Loan_Age_Cohorts
1079,25419747,2012-08-08,Mortgage Banker - (Large),86.6699981689453,773,474950,>85% and <= 90%,700 - 799,4.9610874966631755,0-9 Months
1080,22528089,2011-06-22,Mortgage Banker - (Large),90.0,773,84150,>85% and <= 90%,700 - 799,18.53015462329822,10-19 Months
1081,17736238,2010-12-13,Credit Unions,90.0,773,91000,>85% and <= 90%,700 - 799,24.805437483315878,20-29 Months
1082,17043843,2011-04-19,Mortgage Banker - Bank Owned,90.0,773,99297,>85% and <= 90%,700 - 799,20.632867204665395,20-29 Months
1083,29350354,2010-02-18,Credit Unions,90.0,773,164700,>85% and <= 90%,700 - 799,34.596192940306786,30-39 Months
1084,16265874,2011-10-17,Community Banks,90.0,773,167850,>85% and <= 90%,700 - 799,14.686133185486355,10-19 Months
1085,31910298,2011-03-23,Mortgage Banker - Bank Owned,90.0,773,360000,>85% and <= 90%,700 - 799,21.51994907492967,20-29 Months
1086,17689370,2011-11-18,Mortgage Banker - Bank Owned,94.9700012207031,773,328600,>90% and <= 95%,700 - 799,13.634776894802767,10-19 Months
1087,21726883,2012-06-15,Credit Unions,95.0,773,118750,>90% and <= 95%,700 - 799,6.735251237191728,0-9 Months
1088,19425381,2011-01-19,Mortgage Banker - Bank Owned,95.0,773,150100,>90% and <= 95%,700 - 799,23.58980677221298,20-29 Months
1089,34285578,2009-05-11,Credit Unions,95.0,773,213750,>90% and <= 95%,700 - 799,43.894125136039754,>=40 Months
1090,27128392,,Mortgage Banker - (Large),95.0,773,266000,>90% and <= 95%,700 - 799,,Unknown
1091,15433556,2012-04-26,Community Banks,95.0,773,286425,>90% and <= 95%,700 - 799,8.377995441384833,0-9 Months
1092,26258586,2011-12-09,Community Banks,95.0,773,308750,>90% and <= 95%,700 - 799,12.944824329041664,10-19 Months
1093,27381909,2012-11-30,Mortgage Banker - (Large),95.0,773,353400,>90% and <= 95%,700 - 799,1.2156307111028974,0-9 Months
1094,32682309,2011-12-07,Community Banks,81.0899963378906,774,174350,<=85%,700 - 799,13.010534097209389,10-19 Months
1095,25143845,2012-11-19,Mortgage Banker - Bank Owned,84.8099975585938,774,268000,<=85%,700 - 799,1.5770344360253803,0-9 Months
1096,28740420,2010-12-10,Credit Unions,84.9800033569336,774,191200,<=85%,700 - 799,24.904002135567467,20-29 Months
1097,22181442,2012-11-06,Mortgage Banker - Bank Owned,85.0,774,314500,<=85%,700 - 799,2.0041479291155877,0-9 Months
1098,32970019,2012-09-24,Credit Unions,85.0,774,357000,<=85%,700 - 799,3.4169079447216575,0-9 Months
1099,33662740,2012-08-09,Community Banks,88.2799987792969,774,158900,>85% and <= 90%,700 - 799,4.928232612579314,0-9 Months
1100,32112724,2012-10-04,Mortgage Banker - Bank Owned,89.2300033569336,774,174000,>85% and <= 90%,700 - 799,3.0883591038830365,0-9 Months
1101,24910993,2012-08-01,Credit Unions,89.370002746582,774,155500,>85% and <= 90%,700 - 799,5.19107168525021,0-9 Months
1102,33674589,2009-05-29,Mortgage Banker - (Large),89.9700012207031,774,265400,>85% and <= 90%,700 - 799,43.30273722253024,>=40 Months
1103,17819336,2012-07-09,Credit Unions,90.0,774,130500,>85% and <= 90%,700 - 799,5.946734019179039,0-9 Months
1104,24311159,2012-04-17,Mortgage Banker - Bank Owned,90.0,774,175280,>85% and <= 90%,700 - 799,8.673689398139592,0-9 Months
1105,20069503,2012-08-30,Mortgage Banker - Bank Owned,90.0,774,219199,>85% and <= 90%,700 - 799,4.23828004681821,0-9 Months
1106,23614431,2011-10-14,Mortgage Banker - Bank Owned,90.0,774,337500,>85% and <= 90%,700 - 799,14.78469783773794,10-19 Months
1107,27449156,2010-01-29,Mortgage Banker - (Large),93.1500015258789,774,340000,>90% and <= 95%,700 - 799,35.25329062198402,30-39 Months
1108,26924162,2011-12-05,Mortgage Banker - Bank Owned,94.0,774,185133,>90% and <= 95%,700 - 799,13.076243865377112,10-19 Months
1109,25828818,2012-09-21,Mortgage Banker - Bank Owned,94.6600036621094,774,248000,>90% and <= 95%,700 - 799,3.5154725969732437,0-9 Months
1110,28974883,2012-08-16,Bank Owned Mortgage Company - National,94.9899978637695,774,337200,>90% and <= 95%,700 - 799,4.698248423992279,0-9 Months
1111,30466626,2011-03-31,Community Banks,95.0,774,175750,>90% and <= 95%,700 - 799,21.257110002258774,20-29 Months
1112,27772396,2011-06-21,Credit Unions,97.0,774,99910,>95%,700 - 799,18.56300950738208,10-19 Months
1113,32065659,2009-12-23,Community Banks,81.0,775,324000,<=85%,700 - 799,36.468921333086925,30-39 Months
1114,31844524,2012-11-26,Credit Unions,81.9100036621094,775,176100,<=85%,700 - 799,1.3470502474383457,0-9 Months
1115,30890951,2011-04-28,Credit Unions,82.7799987792969,775,74500,<=85%,700 - 799,20.337173247910634,20-29 Months
1116,29865404,2012-08-14,Mortgage Banker - (Large),83.2099990844727,775,337000,<=85%,700 - 799,4.763958192160003,0-9 Months
1117,18194698,2012-08-14,Mortgage Banker - Bank Owned,85.0,775,187000,<=85%,700 - 799,4.763958192160003,0-9 Months
1118,17818381,2011-09-09,Community Banks,85.0,775,212500,<=85%,700 - 799,15.934618780673114,10-19 Months
1119,28971117,2012-09-17,Mortgage Banker - Bank Owned,87.0999984741211,775,405000,>85% and <= 90%,700 - 799,3.6468921333086923,0-9 Months
1120,23773631,2011-09-01,Bank Owned Mortgage Company - National,88.0100021362305,775,124100,>85% and <= 90%,700 - 799,16.197457853344012,10-19 Months
1121,34072928,2010-03-12,Mortgage Banker - (Large),89.3099975585938,775,234000,>85% and <= 90%,700 - 799,33.873385490461814,30-39 Months
1122,17870204,2012-06-08,Mortgage Banker - Bank Owned,90.0,775,187027,>85% and <= 90%,700 - 799,6.965235425778763,0-9 Months
1123,22666648,2012-09-14,Credit Unions,90.0,775,211500,>85% and <= 90%,700 - 799,3.7454567855602785,0-9 Months
1124,33038906,2011-12-22,Community Banks,90.0,775,240750,>85% and <= 90%,700 - 799,12.517710835951457,10-19 Months
1125,30937432,2012-10-19,Mortgage Banker - Bank Owned,94.0,775,136770,>90% and <= 95%,700 - 799,2.595535842625105,0-9 Months
1126,15773708,2012-03-26,Community Banks,94.9899978637695,775,380350,>90% and <= 95%,700 - 799,9.396496847984558,0-9 Months
1127,28318789,2011-10-14,Mortgage Banker - (Large),95.0,775,126350,>90% and <= 95%,700 - 799,14.78469783773794,10-19 Months
1128,24206156,2009-05-08,Mortgage Banker - Bank Owned,95.0,775,133000,>90% and <= 95%,700 - 799,43.992689788291344,>=40 Months
1129,23192464,2010-01-28,Credit Unions,95.0,775,134900,>90% and <= 95%,700 - 799,35.28614550606789,30-39 Months
1130,32333442,2011-11-16,Community Banks,95.0,775,140125,>90% and <= 95%,700 - 799,13.700486662970492,10-19 Months
1131,26424207,2010-08-26,Credit Unions,95.0,775,206150,>90% and <= 95%,700 - 799,28.386619848456846,20-29 Months
1132,34433898,2011-12-15,Bank Owned Mortgage Company - National,95.0,775,285000,>90% and <= 95%,700 - 799,12.747695024538492,10-19 Months
1133,24588468,2010-01-28,Community Banks,95.0,775,289750,>90% and <= 95%,700 - 799,35.28614550606789,30-39 Months
1134,29435105,2011-10-28,Mortgage Banker - Bank Owned,95.0,775,371450,>90% and <= 95%,700 - 799,14.324729460563871,10-19 Months
1135,33866122,2010-07-15,Mortgage Banker - Bank Owned,84.129997253418,776,387000,<=85%,700 - 799,29.766524979979057,20-29 Months
1136,31810003,2011-06-24,Bank Owned Mortgage Company - National,85.0,776,182750,<=85%,700 - 799,18.464444855130495,10-19 Months
1137,17353461,2010-12-15,Mortgage Banker - (Large),88.0,776,391600,>85% and <= 90%,700 - 799,24.739727715148156,20-29 Months
1138,34389370,2012-02-17,Community Banks,88.1999969482422,776,269000,>85% and <= 90%,700 - 799,10.644982443171317,10-19 Months
1139,15770000,2010-09-16,Community Banks,88.25,776,214000,>85% and <= 90%,700 - 799,27.696667282695742,20-29 Months
1140,24442472,2008-12-01,Bank Owned Mortgage Company - National,89.0,776,364900,>85% and <= 90%,700 - 799,49.18376147354155,>=40 Months
1141,23245824,2010-07-27,Community Banks,89.2799987792969,776,546376,>85% and <= 90%,700 - 799,29.37226637097271,20-29 Months
1142,22403608,2011-03-31,Credit Unions,90.0,776,22500,>85% and <= 90%,700 - 799,21.257110002258774,20-29 Months
1143,27100232,2012-03-09,Mortgage Banker - Bank Owned,90.0,776,171000,>85% and <= 90%,700 - 799,9.955029877410214,0-9 Months
1144,24118357,2012-09-26,Bank Owned Mortgage Company - National,90.0,776,184500,>85% and <= 90%,700 - 799,3.3511981765539334,0-9 Months
1145,20438199,2011-08-09,Bank Owned Mortgage Company - National,90.0,776,224900,>85% and <= 90%,700 - 799,16.95312018727284,10-19 Months
1146,22491281,2011-10-25,Mortgage Banker - Bank Owned,90.0,776,238500,>85% and <= 90%,700 - 799,14.423294112815459,10-19 Months
1147,22968867,2012-07-19,Credit Unions,90.0,776,531720,>85% and <= 90%,700 - 799,5.6181851783404175,0-9 Months
1148,26938849,2012-06-22,Community Banks,94.1600036621094,776,145000,>90% and <= 95%,700 - 799,6.505267048604694,0-9 Months
1149,32304028,2012-12-14,Community Banks,94.9700012207031,776,128350,>90% and <= 95%,700 - 799,0.7556623339288281,0-9 Months
1150,34148870,2012-08-21,Mortgage Banker - Bank Owned,94.9800033569336,776,308700,>90% and <= 95%,700 - 799,4.533974003572968,0-9 Months
1151,22934231,2010-07-16,Credit Unions,94.9899978637695,776,174400,>90% and <= 95%,700 - 799,29.733670095895192,20-29 Months
1152,32000440,2011-05-31,Mortgage Banker - Bank Owned,95.0,776,165300,>90% and <= 95%,700 - 799,19.252962073143184,10-19 Months
1153,21133481,2011-11-18,Bank Owned Mortgage Company - National,95.0,776,166250,>90% and <= 95%,700 - 799,13.634776894802767,10-19 Months
1154,26066332,2011-01-21,Community Banks,95.0,776,251750,>90% and <= 95%,700 - 799,23.524097004045256,20-29 Months
1155,27138471,2011-11-18,Mortgage Banker - Bank Owned,95.0,776,346750,>90% and <= 95%,700 - 799,13.634776894802767,10-19 Months
1156,19615556,2011-05-09,Community Banks,95.0,776,561700,>90% and <= 95%,700 - 799,19.975769522988152,10-19 Months
1157,19610006,2010-02-17,Credit Unions,82.7600021362305,777,107500,<=85%,700 - 799,34.629047824390646,30-39 Months
1158,20170063,2011-02-14,Mortgage Banker - Bank Owned,83.0999984741211,777,295000,<=85%,700 - 799,22.735579786032567,20-29 Months
1159,29630149,2012-04-24,Credit Unions,84.620002746582,777,55000,<=85%,700 - 799,8.443705209552558,0-9 Months
1160,23865632,2010-08-20,Mortgage Banker - Bank Owned,84.9000015258789,777,144332,<=85%,700 - 799,28.58374915296002,20-29 Months
1161,34101921,2012-01-12,Community Banks,86.25,777,172500,>85% and <= 90%,700 - 799,11.827758270190353,10-19 Months
1162,34136929,2011-05-11,Mortgage Banker - Bank Owned,86.3499984741211,777,417000,>85% and <= 90%,700 - 799,19.910059754820427,10-19 Months
1163,27483816,2011-08-12,Mortgage Banker - (Large),87.1800003051758,777,204000,>85% and <= 90%,700 - 799,16.85455553502125,10-19 Months
1164,28076830,2012-04-30,Mortgage Banker - (Large),88.9800033569336,777,230025,>85% and <= 90%,700 - 799,8.246575905049385,0-9 Months
1165,26667371,2012-05-09,Mortgage Banker - Bank Owned,90.0,777,99000,>85% and <= 90%,700 - 799,7.950881948294626,0-9 Months
1166,24807196,2010-08-09,Mortgage Banker - Bank Owned,90.0,777,126000,>85% and <= 90%,700 - 799,28.945152877882503,20-29 Months
1167,28335607,2011-09-19,Mortgage Banker - (Large),90.0,777,139500,>85% and <= 90%,700 - 799,15.606069939834493,10-19 Months
1168,32071898,2012-07-30,Mortgage Banker - Bank Owned,90.0,777,233100,>85% and <= 90%,700 - 799,5.2567814534179345,0-9 Months
1169,31758181,2010-12-29,Community Banks,90.0,777,244800,>85% and <= 90%,700 - 799,24.279759337974085,20-29 Months
1170,26874277,2011-04-29,Mortgage Banker - (Large),90.0,777,254700,>85% and <= 90%,700 - 799,20.304318363826773,20-29 Months
1171,18477706,2011-04-29,Mortgage Banker - Bank Owned,90.0,777,314910,>85% and <= 90%,700 - 799,20.304318363826773,20-29 Months
1172,15766763,2011-07-15,Bank Owned Mortgage Company - National,90.0,777,621450,>85% and <= 90%,700 - 799,17.77449228936939,10-19 Months
1173,16856247,2010-06-29,Community Banks,93.7099990844727,777,149000,>90% and <= 95%,700 - 799,30.29220312532085,30-39 Months
1174,22018501,2011-10-26,Mortgage Banker - (Large),93.8499984741211,777,118250,>90% and <= 95%,700 - 799,14.390439228731596,10-19 Months
1175,16545728,2011-02-11,Mortgage Banker - Bank Owned,93.9499969482422,777,388500,>90% and <= 95%,700 - 799,22.834144438284152,20-29 Months
1176,18925441,2012-01-19,Mortgage Banker - (Large),94.8099975585938,777,386000,>90% and <= 95%,700 - 799,11.597774081603319,10-19 Months
1177,18800602,2011-04-27,Credit Unions,95.0,777,110200,>90% and <= 95%,700 - 799,20.3700281319945,20-29 Months
1178,34230838,2011-08-17,Mortgage Banker - (Large),95.0,777,187625,>90% and <= 95%,700 - 799,16.69028111460194,10-19 Months
1179,15191058,2012-08-28,Mortgage Banker - (Large),95.0,777,213750,>90% and <= 95%,700 - 799,4.303989814985934,0-9 Months
1180,28189720,2012-03-12,Mortgage Banker - Bank Owned,95.0,777,213750,>90% and <= 95%,700 - 799,9.856465225158628,0-9 Months
1181,33371368,2012-12-14,Mortgage Banker - Bank Owned,95.0,777,346750,>90% and <= 95%,700 - 799,0.7556623339288281,0-9 Months
1182,23083453,2011-05-23,Credit Unions,81.25,778,130000,<=85%,700 - 799,19.515801145814084,10-19 Months
1183,25430297,2012-02-28,Credit Unions,81.4199981689453,778,120500,<=85%,700 - 799,10.283578718248835,10-19 Months
1184,16855323,2012-09-10,Bank Owned Mortgage Company - National,83.4499969482422,778,229500,<=85%,700 - 799,3.8768763218957267,0-9 Months
1185,33449295,2012-03-30,Mortgage Banker - Bank Owned,83.629997253418,778,237500,<=85%,700 - 799,9.26507731164911,0-9 Months
1186,30779063,2011-07-14,Bank Owned Mortgage Company - National,83.8199996948242,778,142496,<=85%,700 - 799,17.807347173453255,10-19 Months
1187,19758072,2012-02-13,Mortgage Banker - Bank Owned,84.3300018310547,778,119750,<=85%,700 - 799,10.776401979506765,10-19 Months
1188,20529313,2011-12-16,Credit Unions,84.620002746582,778,319000,<=85%,700 - 799,12.71484014045463,10-19 Months
1189,17122116,2012-08-07,Mortgage Banker - (Large),85.0,778,132600,<=85%,700 - 799,4.993942380747038,0-9 Months
1190,27962946,2012-06-25,Bank Owned Mortgage Company - National,86.879997253418,778,556000,>85% and <= 90%,700 - 799,6.406702396353108,0-9 Months
1191,29988906,2011-05-20,Credit Unions,87.0100021362305,778,67000,>85% and <= 90%,700 - 799,19.61436579806567,10-19 Months
1192,24231283,2010-07-14,Credit Unions,88.2399978637695,778,135000,>85% and <= 90%,700 - 799,29.799379864062917,20-29 Months
1193,24395596,2010-08-23,Mortgage Banker - Bank Owned,89.4700012207031,778,170000,>85% and <= 90%,700 - 799,28.485184500708435,20-29 Months
1194,28892327,2010-01-23,Mortgage Banker - Bank Owned,90.0,778,111600,>85% and <= 90%,700 - 799,35.4504199264872,30-39 Months
1195,24696243,2012-06-22,Mortgage Banker - Bank Owned,90.0,778,116100,>85% and <= 90%,700 - 799,6.505267048604694,0-9 Months
1196,15340781,2012-06-15,Mortgage Banker - (Large),90.0,778,247500,>85% and <= 90%,700 - 799,6.735251237191728,0-9 Months
1197,34345486,2011-11-25,Bank Owned Mortgage Company - National,90.0,778,252000,>85% and <= 90%,700 - 799,13.404792706215733,10-19 Months
1198,23046074,2011-02-16,Bank Owned Mortgage Company - National,90.0,778,292500,>85% and <= 90%,700 - 799,22.66987001786484,20-29 Months
1199,16849865,2009-12-11,Credit Unions,90.0,778,540000,>85% and <= 90%,700 - 799,36.86317994209327,30-39 Months
1200,30584932,2012-06-11,Credit Unions,90.0,778,578250,>85% and <= 90%,700 - 799,6.8666707735271775,0-9 Months
1201,22716430,2011-04-04,Mortgage Banker - Bank Owned,92.5299987792969,778,138800,>90% and <= 95%,700 - 799,21.125690465923324,20-29 Months
1202,33415992,2012-12-17,Mortgage Banker - Bank Owned,93.2200012207031,778,137500,>90% and <= 95%,700 - 799,0.6570976816772418,0-9 Months
1203,27262131,2011-04-06,Mortgage Banker - (Large),94.9300003051758,778,282850,>90% and <= 95%,700 - 799,21.059980697755602,20-29 Months
1204,32213583,2012-08-03,Mortgage Banker - Bank Owned,95.0,778,102600,>90% and <= 95%,700 - 799,5.125361917082486,0-9 Months
1205,33797902,2012-12-21,Mortgage Banker - (Large),95.0,778,161400,>90% and <= 95%,700 - 799,0.5256781453417935,0-9 Months
1206,24625149,2011-04-21,Credit Unions,95.0,778,166250,>90% and <= 95%,700 - 799,20.56715743649767,20-29 Months
1207,17686957,,Mortgage Banker - (Large),95.0,778,199500,>90% and <= 95%,700 - 799,,Unknown
1208,28806116,2012-02-29,Community Banks,95.0,778,207748,>90% and <= 95%,700 - 799,10.250723834164972,10-19 Months
1209,30348523,2012-07-18,Mortgage Banker - Bank Owned,95.0,778,228000,>90% and <= 95%,700 - 799,5.65104006242428,0-9 Months
1210,15776106,2011-10-31,Mortgage Banker - (Large),95.0,778,380000,>90% and <= 95%,700 - 799,14.226164808312285,10-19 Months
1211,29867013,2010-08-27,Community Banks,95.0,778,380000,>90% and <= 95%,700 - 799,28.353764964372985,20-29 Months
1212,27105416,2011-10-06,Mortgage Banker - Bank Owned,97.0,778,191090,>95%,700 - 799,15.047536910408837,10-19 Months
1213,15492174,2011-01-12,Bank Owned Mortgage Company - National,83.0899963378906,779,103858,<=85%,700 - 799,23.819790960800017,20-29 Months
1214,16941377,2011-09-30,Community Banks,84.2399978637695,779,417000,<=85%,700 - 799,15.24466621491201,10-19 Months
1215,16471678,2010-03-25,Mortgage Banker - Bank Owned,84.8399963378906,779,252826,<=85%,700 - 799,33.44627199737161,30-39 Months
1216,30961603,2011-04-18,Mortgage Banker - (Large),85.0800018310547,779,217800,>85% and <= 90%,700 - 799,20.665722088749256,20-29 Months
1217,32670353,2011-09-09,Community Banks,86.4899978637695,779,272450,>85% and <= 90%,700 - 799,15.934618780673114,10-19 Months
1218,31262514,2012-03-20,Mortgage Banker - Bank Owned,88.0800018310547,779,154135,>85% and <= 90%,700 - 799,9.593626152487731,0-9 Months
1219,20158241,2012-07-26,Mortgage Banker - Bank Owned,88.1999969482422,779,441000,>85% and <= 90%,700 - 799,5.388200989753383,0-9 Months
1220,32343182,2010-04-21,Community Banks,90.0,779,131400,>85% and <= 90%,700 - 799,32.559190127107335,30-39 Months
1221,32665488,2012-07-23,Mortgage Banker - Bank Owned,90.0,779,165600,>85% and <= 90%,700 - 799,5.486765642004969,0-9 Months
1222,27502940,2012-03-09,Mortgage Banker - Bank Owned,90.0,779,272700,>85% and <= 90%,700 - 799,9.955029877410214,0-9 Months
1223,16315998,2012-10-25,Community Banks,93.5,779,265105,>90% and <= 95%,700 - 799,2.398406538121933,0-9 Months
1224,25565999,2011-09-29,Community Banks,94.7399978637695,779,270000,>90% and <= 95%,700 - 799,15.277521098995873,10-19 Months
1225,22808067,2012-11-14,Mortgage Banker - Bank Owned,95.0,779,82650,>90% and <= 95%,700 - 799,1.7413088564446908,0-9 Months
1226,16119152,2011-09-07,Credit Unions,95.0,779,111150,>90% and <= 95%,700 - 799,16.000328548840837,10-19 Months
1227,15579165,2011-12-19,Community Banks,95.0,779,131235,>90% and <= 95%,700 - 799,12.616275488203042,10-19 Months
1228,28033973,2012-08-27,Credit Unions,95.0,779,147250,>90% and <= 95%,700 - 799,4.336844699069796,0-9 Months
1229,21057460,2010-06-28,Credit Unions,95.0,779,150955,>90% and <= 95%,700 - 799,30.32505800940471,30-39 Months
1230,16942155,2011-05-25,Credit Unions,95.0,779,168150,>90% and <= 95%,700 - 799,19.45009137764636,10-19 Months
1231,28982270,2011-11-18,Community Banks,95.0,779,181450,>90% and <= 95%,700 - 799,13.634776894802767,10-19 Months
1232,30075691,2011-10-27,Credit Unions,95.0,779,182875,>90% and <= 95%,700 - 799,14.357584344647734,10-19 Months
1233,21141612,2011-10-28,Mortgage Banker - Bank Owned,95.0,779,194750,>90% and <= 95%,700 - 799,14.324729460563871,10-19 Months
1234,18837831,2012-07-18,Mortgage Banker - Bank Owned,95.0,779,247261,>90% and <= 95%,700 - 799,5.65104006242428,0-9 Months
1235,19574194,2012-01-17,Credit Unions,95.0,779,263625,>90% and <= 95%,700 - 799,11.663483849771042,10-19 Months
1236,31311383,2012-02-15,Community Banks,80.4599990844727,780,70000,<=85%,700 - 799,10.710692211339042,10-19 Months
1237,23802046,2011-02-25,Community Banks,84.8399963378906,780,134900,<=85%,700 - 799,22.374176061110084,20-29 Months
1238,22045671,2010-08-06,Community Banks,85.0,780,238000,<=85%,700 - 799,29.04371753013409,20-29 Months
1239,29629387,2012-01-03,Community Banks,85.7900009155273,780,128000,>85% and <= 90%,700 - 799,12.123452226945112,10-19 Months
1240,22960151,2011-12-13,Credit Unions,87.0999984741211,780,270000,>85% and <= 90%,700 - 799,12.813404792706216,10-19 Months
1241,22390195,2012-03-27,Credit Unions,87.4300003051758,780,153000,>85% and <= 90%,700 - 799,9.363641963900696,0-9 Months
1242,29151115,2012-05-24,Community Banks,88.8899993896484,780,200000,>85% and <= 90%,700 - 799,7.4580586870366945,0-9 Months
1243,28400032,2011-10-21,Mortgage Banker - Bank Owned,89.0,780,327520,>85% and <= 90%,700 - 799,14.554713649150907,10-19 Months
1244,32247340,2011-02-18,Mortgage Banker - Bank Owned,90.0,780,76500,>85% and <= 90%,700 - 799,22.60416024969712,20-29 Months
1245,16259086,2011-09-20,Bank Owned Mortgage Company - National,90.0,780,102515,>85% and <= 90%,700 - 799,15.573215055750632,10-19 Months
1246,30556239,2011-11-04,Community Banks,90.0,780,130500,>85% and <= 90%,700 - 799,14.094745271976837,10-19 Months
1247,23699815,2009-12-23,Mortgage Banker - Bank Owned,90.0,780,362250,>85% and <= 90%,700 - 799,36.468921333086925,30-39 Months
1248,16265362,2012-05-15,Mortgage Banker - Bank Owned,92.6699981689453,780,278000,>90% and <= 95%,700 - 799,7.7537526437914535,0-9 Months
1249,15929363,2010-01-07,Mortgage Banker - Bank Owned,92.8099975585938,780,129000,>90% and <= 95%,700 - 799,35.97609807182899,30-39 Months
1250,16969612,2011-06-03,Mortgage Banker - Bank Owned,92.8099975585938,780,297000,>90% and <= 95%,700 - 799,19.1543974208916,10-19 Months
1251,32559565,2012-10-30,Mortgage Banker - Bank Owned,93.2900009155273,780,264000,>90% and <= 95%,700 - 799,2.234132117702622,0-9 Months
1252,20992001,2010-12-03,Credit Unions,94.8499984741211,780,66608,>90% and <= 95%,700 - 799,25.1339863241545,20-29 Months
1253,18936164,2012-10-11,Community Banks,94.9599990844727,780,136284,>90% and <= 95%,700 - 799,2.858374915296002,0-9 Months
1254,33144930,2012-06-08,Mortgage Banker - Bank Owned,95.0,780,160550,>90% and <= 95%,700 - 799,6.965235425778763,0-9 Months
1255,22513432,2010-01-04,Mortgage Banker - (Large),95.0,780,185250,>90% and <= 95%,700 - 799,36.074662724080575,30-39 Months
1256,28297875,2011-04-27,Mortgage Banker - (Large),95.0,780,209000,>90% and <= 95%,700 - 799,20.3700281319945,20-29 Months
1257,22698451,2012-01-09,Mortgage Banker - (Large),95.0,780,210900,>90% and <= 95%,700 - 799,11.926322922441939,10-19 Months
1258,32820342,2011-12-16,Mortgage Banker - (Large),95.0,780,332500,>90% and <= 95%,700 - 799,12.71484014045463,10-19 Months
1259,19663593,2012-02-17,Community Banks,82.0400009155273,781,117322,<=85%,700 - 799,10.644982443171317,10-19 Months
1260,30573175,2011-03-10,Credit Unions,83.129997253418,781,133000,<=85%,700 - 799,21.947062568019877,20-29 Months
1261,27923511,2010-06-01,Mortgage Banker - (Large),84.1500015258789,781,218800,<=85%,700 - 799,31.212139879668985,30-39 Months
1262,20754175,2011-09-01,Bank Owned Mortgage Company - National,84.1699981689453,781,252500,<=85%,700 - 799,16.197457853344012,10-19 Months
1263,28746292,2010-12-01,Mortgage Banker - Bank Owned,84.6500015258789,781,264950,<=85%,700 - 799,25.199696092322224,20-29 Months
1264,18755991,2010-02-12,Community Banks,84.8199996948242,781,190000,<=85%,700 - 799,34.79332224480996,30-39 Months
1265,17776781,2011-03-15,Mortgage Banker - Bank Owned,85.0,781,199750,<=85%,700 - 799,21.782788147600566,20-29 Months
1266,19465885,2010-07-01,Mortgage Banker - Bank Owned,87.5999984741211,781,212000,>85% and <= 90%,700 - 799,30.226493357153124,30-39 Months
1267,16474609,2011-10-31,Community Banks,89.6999969482422,781,209000,>85% and <= 90%,700 - 799,14.226164808312285,10-19 Months
1268,17883645,2012-09-21,Mortgage Banker - Bank Owned,90.0,781,45000,>85% and <= 90%,700 - 799,3.5154725969732437,0-9 Months
1269,32259337,2011-09-09,Credit Unions,90.0,781,234900,>85% and <= 90%,700 - 799,15.934618780673114,10-19 Months
1270,20223331,2010-02-11,Credit Unions,90.0,781,270000,>85% and <= 90%,700 - 799,34.82617712889382,30-39 Months
1271,15635379,2012-06-06,Bank Owned Mortgage Company - National,90.0,781,337500,>85% and <= 90%,700 - 799,7.030945193946487,0-9 Months
1272,17914482,2011-11-22,Mortgage Banker - Bank Owned,90.0,781,396000,>85% and <= 90%,700 - 799,13.50335735846732,10-19 Months
1273,15127707,2011-05-09,Bank Owned Mortgage Company - National,90.0,781,400500,>85% and <= 90%,700 - 799,19.975769522988152,10-19 Months
1274,18950833,2012-10-26,Community Banks,94.9700012207031,781,149200,>90% and <= 95%,700 - 799,2.3655516540380708,0-9 Months
1275,31605533,2011-08-22,Mortgage Banker - Bank Owned,94.9899978637695,781,170500,>90% and <= 95%,700 - 799,16.526006694182634,10-19 Months
1276,25719308,2012-12-12,Mortgage Banker - (Large),94.9899978637695,781,252050,>90% and <= 95%,700 - 799,0.8213721020965523,0-9 Months
1277,31737639,2009-12-10,Bank Owned Mortgage Company - National,95.0,781,117800,>90% and <= 95%,700 - 799,36.89603482617713,30-39 Months
1278,26162793,2011-01-10,Credit Unions,95.0,781,204250,>90% and <= 95%,700 - 799,23.88550072896774,20-29 Months
1279,18326533,2009-09-24,Mortgage Banker - (Large),95.0,781,332500,>90% and <= 95%,700 - 799,39.42586090063451,30-39 Months
1280,15381957,2010-01-26,Mortgage Banker - Bank Owned,81.0400009155273,782,194500,<=85%,700 - 799,35.35185527423561,30-39 Months
1281,26408802,2011-02-24,Community Banks,84.0,782,52500,<=85%,700 - 799,22.407030945193945,20-29 Months
1282,26696489,2011-12-07,Community Banks,84.120002746582,782,130805,<=85%,700 - 799,13.010534097209389,10-19 Months
1283,32561745,2012-04-30,Credit Unions,85.0,782,116450,<=85%,700 - 799,8.246575905049385,0-9 Months
1284,30318756,2011-10-18,Bank Owned Mortgage Company - National,85.0,782,130900,<=85%,700 - 799,14.653278301402493,10-19 Months
1285,34335164,2010-12-30,Community Banks,85.6699981689453,782,244150,>85% and <= 90%,700 - 799,24.246904453890224,20-29 Months
1286,25587422,2010-03-31,Mortgage Banker - (Large),89.0400009155273,782,459000,>85% and <= 90%,700 - 799,33.24914269286844,30-39 Months
1287,18042583,2012-08-09,Mortgage Banker - Bank Owned,90.0,782,142830,>85% and <= 90%,700 - 799,4.928232612579314,0-9 Months
1288,26364298,2010-06-21,Mortgage Banker - Bank Owned,90.0,782,152100,>85% and <= 90%,700 - 799,30.555042197991746,30-39 Months
